Model,Data Stage,Item ID,Original Item ID,Inventory,Run,Response Class,Completion Status,Reasoning Source,Has Figure,Number of Figures,Confidence Raw,Confidence Normalized,AC,RC,Rep,Rep-LM,AD,CB,SRF,SRF-sub,CI,AT,CQ,EVAL,ML
Gemini 3.1 Pro Preview,main item,TCE-26,,TCE,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,TCE-26,,TCE,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
Gemini 3.1 Pro Preview,main item,TCE-26,,TCE,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-01,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-01,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-01,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-01,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-01,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-02,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-02,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-02,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-02,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-02,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-03,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-03,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-03,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-03,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-03,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-04,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-04,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-04,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-04,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-04,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-05,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-05,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-05,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-05,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-05,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-06,,FCI,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-06,,FCI,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-06,,FCI,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-06,,FCI,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-06,,FCI,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-07,,FCI,1,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-07,,FCI,2,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-07,,FCI,3,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-07,,FCI,4,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-07,,FCI,5,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-08,,FCI,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-08,,FCI,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-08,,FCI,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-08,,FCI,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-08,,FCI,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-09,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-09,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-09,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-09,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-09,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-10,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-10,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-10,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-10,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-10,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-11,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-11,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-11,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-11,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-11,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-12,,FCI,1,class_1,completed,visible output,true,1,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-12,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-12,,FCI,3,class_1,completed,visible output,true,1,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-12,,FCI,4,class_1,completed,visible output,true,1,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-12,,FCI,5,class_1,completed,visible output,true,1,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-13,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-13,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-13,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-13,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-13,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-14,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-14,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-14,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-14,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-14,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-15,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-15,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-15,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-15,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-15,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-16,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-16,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-16,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-16,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-16,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-17,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-17,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-17,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-17,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-17,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-18,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-18,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-18,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-18,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-18,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-19,,FCI,1,class_1,completed,visible output,true,1,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-19,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-19,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-19,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-19,,FCI,5,class_1,completed,visible output,true,1,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-20,,FCI,1,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-20,,FCI,2,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-20,,FCI,3,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-20,,FCI,4,class_2,completed,visible output,true,1,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-20,,FCI,5,class_2,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-21,,FCI,1,class_1,completed,visible output,true,2,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-21,,FCI,2,class_1,completed,visible output,true,2,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-21,,FCI,3,class_1,completed,visible output,true,2,9,0.9,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-21,,FCI,4,class_1,completed,visible output,true,2,8,0.8,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-21,,FCI,5,class_2,completed,visible output,true,2,9,0.9,AC-2,RC-2,Rep-3,0,AD-3,CB-4,SRF-2,V,,,,,
GPT-5.5,main item,FCI-22,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-22,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-22,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-22,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-22,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-23,,FCI,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-23,,FCI,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-23,,FCI,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-23,,FCI,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-23,,FCI,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-24,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-24,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-24,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-24,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-24,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-25,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-25,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-25,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-25,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-25,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-26,,FCI,1,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-26,,FCI,2,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-26,,FCI,3,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-26,,FCI,4,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-26,,FCI,5,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-27,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-27,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-27,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-27,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-27,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-28,,FCI,1,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-28,,FCI,2,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-28,,FCI,3,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-28,,FCI,4,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-28,,FCI,5,class_1,completed,visible output,true,1,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,FCI-29,,FCI,1,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-29,,FCI,2,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-29,,FCI,3,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-29,,FCI,4,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-29,,FCI,5,class_2,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-30,,FCI,1,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-30,,FCI,2,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-30,,FCI,3,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-30,,FCI,4,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,FCI-30,,FCI,5,class_1,completed,visible output,false,0,10,1,AC-1,RC-1,Rep-4,0,AD-3,CB-4,SRF-3,,,,,,
GPT-5.5,main item,BEMA-01,,BEMA,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-01,,BEMA,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-01,,BEMA,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-01,,BEMA,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-01,,BEMA,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-02,,BEMA,1,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-02,,BEMA,2,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-02,,BEMA,3,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-02,,BEMA,4,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-02,,BEMA,5,class_1,completed,visible output,true,2,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-03,,BEMA,1,class_1,completed,visible output,true,3,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-03,,BEMA,2,class_1,completed,visible output,true,3,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
GPT-5.5,main item,BEMA-03,,BEMA,3,class_1,completed,visible output,true,3,10,1,AC-1,RC-1,Rep-1,0,AD-3,CB-4,SRF-1,,,,,,
